cell,stage,arm,role,theorem,replicate,failed,solved,cost,uncached_cost,receipts,requests,input,cached,output,artifact_sha256,input_sha256,result_sha256,proof_sha256,cache_sha256
round1__x3__proof__amc12b_2004_p3__seed0,round1,x3,proof,amc12b_2004_p3,0,False,True,0.01314566,0.0229922,10,10,83395,54703,5261,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,bebfd0a06b3558cc60a5c9e0f493b2cb54a6d60225c7437bd831ea1cd4356dae,00a1ec8fb246f05099f98298bcb409aa128c1c5d136fd43052a280bcbbe62e17,b88a14c0001f40a16a2e57bfb599f1504e9f4a932005d2e0a60fa74dc840cdfb,1caa819a35037fde8e5256cbebdabc6dd64118e4d4579fbf448cd471e11af8c5
round1__examples__proof__mathd_algebra_206__seed0,round1,examples,proof,mathd_algebra_206,0,False,True,0.002273,0.006286999999999999,2,2,24445,22300,1165,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,a3506057e1014c9a00a3d3b1b25a3e1ea7576cd9c54119ee8b98f029f447c0ba,04be731141add3bf022929034ea3c55c07eac5d185a62405b637878cfdbed47f,319e4c39b8fa2323c33add715794f7fc37619e5a4f18b528905e7422ef2351f1,1b96e79918db746a16b90789efb878ca14d98e9c319d4145bd755e4ae69f61b9
round1__x3__proof__mathd_algebra_206__seed0,round1,x3,proof,mathd_algebra_206,0,False,True,0.0010664399999999999,0.0019253999999999999,1,1,6093,4772,589,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,93d5a04d8eba6b285cd48fb7eb1b7fe5b32944d03108069c589b5a930152422a,f57b7e0761ead290764ed516e19efd7540f41d554b07926e6b6485e3262c52da,44a791afdc580883dfcf2b73c75d325bae793c3b91b3bbbf39884dc326baec29,0db48cd917fe7a74d7f2750c904732924d8d56b50e2d65cf2dc94b47fae3c99d
round1__polished__proof__mathd_algebra_206__seed0,round1,polished,proof,mathd_algebra_206,0,False,True,0.00217686,0.0066342,4,4,27045,24763,1021,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,627b63db308f470f41a7d8309ca41994940a99f593c5472fb24936b811c1a46a,571e1a4b5620d4c2cc2856c21a43d7e2e3124998f82e26169f160a02ac5bd1ae,bed7f55c0d12ae6df04f4a10080fa2caa7dab68f548f71bd403f07977175159b,28ccf0505f1223ee00792e573d28c345469984e126eb805f5148791a4fc38f6c
round1__examples__proof__aime_1990_p4__seed1,round1,examples,proof,aime_1990_p4,1,False,True,0.02084662,0.0431938,11,11,168413,124151,7926,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,999740b13bb239fdff4b88fccb11aeaa42a2d948f594524b60a96c9b6c3ebe4a,d0e7c69501a0f043ffcf5ab2a67c0cf05b20b7c9f54c4c1450618f50bafcd691,638c4eefee940b727d3f693e48898ad62c6bedd732941070d2e81f5e4d39b3b7,6b141fe00da7f20781c394c12f43484dda9146e76a680eb49bda529f27fc2656
round1__polished__proof__aime_1990_p4__seed1,round1,polished,proof,aime_1990_p4,1,False,True,0.026235619999999998,0.0388574,11,11,129175,70121,10852,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,31bcd02617e3ce527672eb3f78dd5f0595e8072ac02a403f325ef06035dd1d99,d26266e3195ae4a90a2ee00be4d58893183d9700948718f3526f76ab50c33f78,b46b58e6e8b4c89d21cb24c93959a555901176ac9a5971e3bcf7d2933867dd11,ae850c8cdd045bee9debe8ad6cd19c2d7d25ae08c24cff3307a1217155bffee9
round1__x3__proof__aime_1990_p4__seed1,round1,x3,proof,aime_1990_p4,1,False,True,0.018147,0.04017,15,15,160404,122350,6741,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,15c76e5aed3d755452422648d399b7df14803d5839bb4cc9d2a08c35ed398eec,10b245fc1202e2a1a0362dd12d2506cfe4ba597c6a63d0a55f1e309c64250e3a,e3e22dc763b1d19174537850eb96c8b87e76c691ed9aaa7a6146f67252912b5f,512833dbe2a579330d5aee01157382305e653bb5f75ff751749c68080e7b2412
round1__x3__proof__mathd_numbertheory_458__seed1,round1,x3,proof,mathd_numbertheory_458,1,False,True,0.0008466,0.0029832,2,2,12228,11870,448,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,c704fc5f4030ef2f731a80b195ec55076f32a3bb5506b2b4537f4d13099976fe,f71386ac9dcab632179284cf2a570382fcd091655f313c1752828f4f0018d74f,0a2eceecefd9fd4fcf0c29350ccd428e4babba3af3e078e15f3b1bad2cbd28ce,46035075be86636e0b99dc4cf686d5731c7e2f9f75d8667f8ebf742e07faa40b
round1__examples__proof__mathd_numbertheory_458__seed1,round1,examples,proof,mathd_numbertheory_458,1,False,True,0.00109316,0.0052886,2,2,23533,23308,485,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,45ffe3ae24094fe654b3971f160645115f9995299d495fa4f261fa011cd2ba61,63a205747773fed9b2bf6405471f15d7877d9e895eccb00bf14d777e22d1e84c,09dd4435f5fb2032c056c967610734373cc187073dd1a4a195e6f0745c3dd83f,c85e469b4dc522963385e32957f27c81968f4e515b25fe1746d864f5fc179a36
round1__polished__proof__mathd_numbertheory_458__seed1,round1,polished,proof,mathd_numbertheory_458,1,False,True,0.00115152,0.0044556,3,3,18792,18356,581,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,a0788950f6e1eda59c373735ca258ef9cedb10fe088f7f369bb4b6a7816293be,78a1867fa7e2020956867bde8ebde44afe89ca5eba5f27252cb36dee1c6c8aea,34dcdbde40cbada102672a9564a412f1cd3e097208e2eeb57aa05e9f34a842a4,b452db3c6bc4f88397516a05254b79b4d87077225f4267238ab122bf5e097444
round1__polished__proof__imo_1967_p3__seed1,round1,polished,proof,imo_1967_p3,1,False,False,0.0656091,0.1068282,24,24,419193,228995,19158,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,5246ca2b8ebb89dc906f7212f1224d4eed7c67e9b1f779a97c69c7a77e8311a9,1536671f7a8b3e43d7f2dd70b9892153d475ab288a78360e7efaa2a7e45ce916,,4a004f7fbe80a3537430dc6b12bb7201223619a9638e3c3137c30efafcb515bf
round1__x3__proof__imo_1967_p3__seed1,round1,x3,proof,imo_1967_p3,1,False,False,0.0358447,0.0787594,19,19,314729,238415,13178,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,b98f7ebe7a507b8bd70839f4104f8f4cdd6d00a3e4a0b24d554713c1002b701b,628d2fe2ed4a626304340cd7cfec54d6855f8abeebcb1d9dd7602ef114d97f97,,fac402eaefc9d6b1fd459ba369e8ef3300df948525b7aa443df0261b7d3159ac
round1__examples__proof__imo_1967_p3__seed1,round1,examples,proof,imo_1967_p3,1,False,False,0.0473502,0.2704908,53,53,1280142,1239670,12052,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,9e17bb8450d8d9b7b11f7dbe53adba8afbf55c640e74c378b0d1f0451e39f96a,6510e0450a03fe97d3d975be20754b6a614f13b20c7c6cfac7d27f393419697c,,b955e01744096a3dbbe816670203ec8cd63c36c4e472bdc4d6adb296ce0f223e
round1__examples__proof__imo_1977_p6__seed1,round1,examples,proof,imo_1977_p6,1,True,False,0.0018916199999999999,0.0040932,2,,12234,12231,1372,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,ec885ac7530f88bd72ab52eb26bd88817e5f56ce01d0482794effbf8b338ef44,,,ce4d94cb8b106d14c84ceddc1f624eff155252821dd884c32257a949f025ba7b
round1__polished__proof__imo_1977_p6__seed1,round1,polished,proof,imo_1977_p6,1,False,False,0.06399273999999999,0.0817546,17,17,247955,98677,26803,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,2b3745a82f20c9e2a3492a70fce1aa6d11ce5ff6f2d581d9e3cb6b2d8b3d303c,93c242d4a704752093fa545346c222cb40cc449d22a372ae24fca4f5c7184efa,,8cd131e5224acc656a8bc34b0406c590d8961846ca931e49aa469857139d92ff
round1__x3__proof__imo_1977_p6__seed1,round1,x3,proof,imo_1977_p6,1,False,False,0.06976792,0.09373959999999999,20,20,309584,133176,26519,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,a12f93c8217fc5792c759cae7b89244c54c9357f2e8b9013536a7956b245c4fd,7bfeded08f038315968eea6261401d95735e4ae6d750ef39151fbd0fa2fae919,,19a27b8f45d04c4c36fe033ee24f1206851e77425c261eb5a4214957b1593891
round1__x3__proof__mathd_algebra_37__seed1,round1,x3,proof,mathd_algebra_37,1,False,True,0.00030632,0.0013622,1,1,5869,5866,157,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,1430d01ec9fd421dcfe50f3c096806f8ff248864ae626b0026b97d7d1059229c,977aecde8f094850779dccf03b2f26e371e9f24a32fbc6b663c473694e0d92b3,8890c5ea088f3234ae2893ea758db6684c1277648894e5608503f6b7a2c8d415,634cf969de388da896f87340d9186aebafce0950aabbd6f693e459bdf3fa2724
round1__examples__proof__mathd_algebra_37__seed1,round1,examples,proof,mathd_algebra_37,1,False,True,0.00036189999999999996,0.0024472,1,1,11588,11585,108,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,39f29bb3d7c734b8aac3abf6018a504e9c41af307d9fd3bf83dd1188fb7a0896,51f236678e070f3286fc128eac99d34b004f347c7a548e0d264cd0e582b54df6,8890c5ea088f3234ae2893ea758db6684c1277648894e5608503f6b7a2c8d415,93a261b351d5dd32162b5949a59cecb995ab5b5197700707d1cb9e17a2acf289
round1__polished__proof__mathd_algebra_37__seed1,round1,polished,proof,mathd_algebra_37,1,False,True,0.00023394,0.001308,1,1,5970,5967,95,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,76f1240581b6096ad47c25983b835e4e25f4341544bb29bd29d8d916f9d91791,cd4f1ad040deb723f73e5bd5d5881a8655118d745d6326fbdcb6771b0b488e39,8890c5ea088f3234ae2893ea758db6684c1277648894e5608503f6b7a2c8d415,c661643bb54309074a3287af9a433d86452a9ed4fd9fb229a9f5fca6383640aa
round1__polished__proof__mathd_numbertheory_221__seed1,round1,polished,proof,mathd_numbertheory_221,1,False,True,0.00030154,0.0014115999999999998,1,1,6170,6167,148,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,88d6c9cbefe09221dcc53b48ca725da667614f4444e3230cd4c5d5b260987fb9,82a1cb0a18669ba684f26382112de1236b4562a0fe667d169c2ac2f217c78380,7825dd8dbf60f18c9147692491c3ca5768ae3b745cd0fe9c83c01baac59a6cd7,f4b2606c79175d578feb34fbbbea465d83ae66ede76ef56e604b69ff351298bf
round1__x3__proof__mathd_numbertheory_221__seed1,round1,x3,proof,mathd_numbertheory_221,1,False,True,0.00026952,0.0013613999999999998,1,1,6069,6066,123,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,eab1bb35c1f5d8862e00604b1817a6caeac7599c418399f25d06b4bab77c2852,0ff5bea6fbd2d72b452edd40b641583d336e3ca1b52e6de16d1001ae694f8f0e,7825dd8dbf60f18c9147692491c3ca5768ae3b745cd0fe9c83c01baac59a6cd7,806075048ae4c493801f45ecce8d0b215d41c203a9c9fdd43f4bbfa731b7c981
round1__examples__proof__mathd_numbertheory_221__seed1,round1,examples,proof,mathd_numbertheory_221,1,False,True,0.0004439,0.0025652,1,1,11788,11785,173,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,a2cc112a9fc55efef5989180571123f906126ef75a63a01a14f458334bb5a0b8,f5845ab40966f6a451b0a9c26cb5549a5aa4254d750738a803946f5cc502af97,7825dd8dbf60f18c9147692491c3ca5768ae3b745cd0fe9c83c01baac59a6cd7,9ea4cc6922efb82b3c6c1f7b271ebaa72131d6796056fbe0c4666abbf3104659
round1__examples__proof__mathd_numbertheory_326__seed1,round1,examples,proof,mathd_numbertheory_326,1,False,True,0.00040169999999999995,0.0024996000000000003,1,1,11658,11655,140,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,c811f2560c1b585741b03cacd8baffb2930ab8067aad4625d11212bfbd153c9e,fed0f4e673955716ff9150ef923c21be96603129f86cb7cc39d14635604f5693,cf007c323ef41bd72d13634364ff9b4c3400391a4fa0481074ae0ed6f2cae1b3,bd4f6ee750c295fb39c0265056b77382ffa899f21ae69591bdf6a767ed8134ae
round1__polished__proof__mathd_numbertheory_326__seed1,round1,polished,proof,mathd_numbertheory_326,1,False,True,0.00030734,0.0013939999999999998,1,1,6040,6037,155,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,7d4ddf4adae1876147f277128036bfc3c6cf95c1e2bca3d2e0b89042281cc977,8b7ec3a82dba60fa8fdb4650530dfbf39c5c7061feed0ccdb34b7f945d230460,cf007c323ef41bd72d13634364ff9b4c3400391a4fa0481074ae0ed6f2cae1b3,78b985703e0374def96a3d6bb895b4f5e4336fa72add3263d6034c813870b12f
round1__x3__proof__mathd_numbertheory_326__seed1,round1,x3,proof,mathd_numbertheory_326,1,False,True,0.00025372,0.0013222,1,1,5939,5936,112,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,a287c682bf8fcff27b955826c330ea1079dc2b0226914d1ae4afe07db3069ceb,99358d8717e7530cedcbab39e2703f3b8027998bf5c87f12bad9246f87ec57f9,cf007c323ef41bd72d13634364ff9b4c3400391a4fa0481074ae0ed6f2cae1b3,e2f38539f204d7135a8692d377226a4b4b0a076e342bd9490ca7c851503f7d3d
round1__x3__proof__mathd_algebra_323__seed1,round1,x3,proof,mathd_algebra_323,1,False,True,0.00290578,0.006151,3,3,20777,18029,1663,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,176d9fa28d2eb433a3dbb76c02e0979dc4b100dd61c5f6519e104dedbe994e0b,b672374e6691eb8fd52a4cfb0c51e4126072aee97c8fd4905f7bc6e4257045a9,076185c7894eb7017bfb9644a6eb892e1ef7781401f6a3c73f5166d379859c63,78bc553539d21b3a774bed7db42fa495c963c4342c2353b443f1d314dc46e096
round1__examples__proof__mathd_algebra_323__seed1,round1,examples,proof,mathd_algebra_323,1,False,True,0.00411474,0.012539999999999999,4,4,50256,46807,2074,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,fff706ab936eb80c9295179338c41f526beb40a655fdd9452784944ffa97e85b,0693b171f575d91da59dde297385ea4a591d2e2555de67347be99c8bf273720b,51b49be9c4fd8dd2f0af5db77f153efa880f96092735f37fb47ad977b298e1c5,ce4ddfa9903b19a76e7cefbccd16fd151f417dbe93d849afba4abb9ad93fcd0f
round1__polished__proof__mathd_algebra_323__seed1,round1,polished,proof,mathd_algebra_323,1,False,True,0.00424408,0.007114,3,3,22736,15944,2139,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,b5cf093163cafacb9a3ae34ea4fc04327663148e32f34652ec1c6268ecb3f404,4e9dbe02a250a2bce05043a52ebcbe10c10b3908efaf1ab49780536e8b68c817,cf0f87b181287c4c1baa1992c9b2b4bc9b228e65c52f0390a754ac39a9e14b39,3e98f7eadedd13d43c7e2000f8f71e0f7bb396b82b3aa6e94a27d9ffc739862b
round1__polished__proof__aime_1988_p3__seed1,round1,polished,proof,aime_1988_p3,1,False,False,0.06291028,0.0974278,22,22,383051,191764,17348,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,a7c41370497b02ba7ddc02a90d28046918802b38d8722658acea7eef6932821e,24da89b9a19b1572dc67b6633dec3b82aeeccda677603fde1b0488c920a6726c,,6c09fdb4e0000ae13e3f3aed8ca8bdee5883ca01cd256211aa89ad3752ee3be7
round1__x3__proof__aime_1988_p3__seed1,round1,x3,proof,aime_1988_p3,1,False,True,0.06409219999999999,0.0881348,19,19,330562,133570,18352,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,aebe3b419bb5e5ea1830d1b042fb3a7cc87225718e685f0535bfef65d23e4b1c,685a2e64be8cea2d80d7bb9122a47b9f5ff3f922f9b06d23e1412bec118c6b09,2e5adbb7b4341253d03777824780f37739ff9be2129c6e6c8784611b8208b54d,b75fb3225334456fb0a223082221c0cc94bf6dbe18afd062c15e44be838cd15b
round1__examples__proof__aime_1988_p3__seed1,round1,examples,proof,aime_1988_p3,1,False,True,0.05097952,0.10488339999999999,19,19,415445,299466,18162,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,dfde9af63c6759b42ecbc985aa96e44303b3d54bf4e7a17cb2d98aa6955be038,618f43c9ef258aa524e4ff9941d81d6ab0f92ce79821fd2bef8d90875e959219,da39471b54a84bbec819de3ca343fd5589a749c0be2eb07a0131dd4427609847,91a507621a60644ae12b6c29aa72629958d2bb0f6ef804261482a8f35e0dd39c
round1__examples__proof__imo_1963_p5__seed1,round1,examples,proof,imo_1963_p5,1,False,True,0.018610059999999998,0.059794599999999996,16,16,264623,228803,5725,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,f57e0dc7f30c12c340e37511db09e008d844d0eae3d57a6f0db37127a35ab909,da9ea5dcbacbe97950f5dc8fe1b62dbd7782c8f5aa46ce42cc86522960024f79,8c6922a5498193d40274f484b294bb4297d757d96b7cc86d34eb56fb489a55a4,346c7ae1a27b7a318d4bf52ff20c8d8757ae61e919b80b3ae0083b0c9e3f6773
round1__polished__proof__imo_1963_p5__seed1,round1,polished,proof,imo_1963_p5,1,False,True,0.03644444,0.08752879999999999,27,27,361702,283802,12657,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,65dedea7d65fccb0030c488147c363627b82585bb4fd33656de653ea11af0215,ab75fabc7b5ca6fcca9a3eb33052fb43052ff7fe786c4a435340a88f304fd547,83d4c1f98e57f3fd560620fc2303f92ad12392add42afc1bdb8bea8677ed6b5b,e7d2e59cf8259727d75e92f9e9e7c408dc78a134b2c7a9b96e2236eeadfc217c
round1__x3__proof__imo_1963_p5__seed1,round1,x3,proof,imo_1963_p5,1,False,False,0.060794539999999994,0.10178,22,22,405754,227697,17191,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,03874b9a57ff650f0d16adb713768b85eed038daff47c10c0002bdf7f7f98d7a,6bd2047f5ef0d0b2509f49d7955ffd7c87385905f8a34c0b3095c3c490c142dc,,09442706ddf3e6c2c7dbf15c545d828a511d17e9bb83597da3e40efb7114b76c
round1__x3__proof__amc12b_2004_p3__seed1,round1,x3,proof,amc12b_2004_p3,1,False,True,0.01877154,0.0305772,10,10,104844,65587,8007,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,bebfd0a06b3558cc60a5c9e0f493b2cb54a6d60225c7437bd831ea1cd4356dae,def27e5906d4a1f350e808495422b389ad9df83b54d7d4524fc8444d56f9def2,cffc22867fc02aa6524076add6c51be75aa2af84bcebd31a137050b8afc20320,4ce1215a6fc52484d1dccfc6cfc8a70fe4a544d24c09ce5bc961473f496a2d5f
round1__examples__proof__amc12b_2004_p3__seed1,round1,examples,proof,amc12b_2004_p3,1,False,True,0.0267669,0.0508662,11,11,185679,133885,11442,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,65650b94a068b0d752dc978d01924ab359500a0f8ad590dc1885123c73f27230,4aa42b2288d3c4525886bb9e80d261bdad94951d09cf88a46c7ea17430f7f6fd,b692e25ab5b68e3efdd67218a19768acd205966326292172397dcd41ce7fa4e3,ad88c08bee067c19af01ccfc1aa7176c2750ba03f998532e28dc692af679b5fc
round1__polished__proof__amc12b_2004_p3__seed1,round1,polished,proof,amc12b_2004_p3,1,False,True,0.018103519999999998,0.0332282,10,10,110071,84026,9345,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,1aef166f2de8206b52b9dfcf0230e85892b179fb7ef810266702e2bbf01c5217,cbe1aedd87d79c8420dcecce1e5826400b0ce389990372db2182ceb75d6f628c,af49fbe4c18b335f93802923cd1c4bf0ba7955988febcb3cb67b5ec3e305b058,3d5f7842a2414927c6636d6873f3fabe871406a41c36dadfecf3c502bb5766b8
round1__polished__proof__mathd_algebra_206__seed1,round1,polished,proof,mathd_algebra_206,1,False,True,0.0008228199999999999,0.0019372,1,1,6194,6191,582,30bd01a797321dd7897a928ff647f838164fc3ba607d31fb0951e8784a9faa20,627b63db308f470f41a7d8309ca41994940a99f593c5472fb24936b811c1a46a,7ac2cd07970f825d11afd909f5fbe17adf2a815b73cbda1ea355365b42784ff4,50d3ac09ebeed40d977966e70776f05246fec2f3bbdcb0608b0bb361332a9af3,0ff4a96df8ac61209126cfca12e72ad99b5bc9a88910dd07a7f00857ded33d09
round1__x3__proof__mathd_algebra_206__seed1,round1,x3,proof,mathd_algebra_206,1,False,True,0.0008807999999999999,0.001977,1,1,6093,6090,632,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,93d5a04d8eba6b285cd48fb7eb1b7fe5b32944d03108069c589b5a930152422a,5c262ab247803e8a9a49cf5ad7cd96e5da1fd35fe3c9dc8aacb53eaa43602b42,6c32d51eb4706d79097624bdc18063cde46f08595fe8bd6b11b793a6d826cf81,5994606cc2c61d0eab5dbbfbfbe5c978604406bd80199b04cdc6760ae7c81ab2
round1__examples__proof__mathd_algebra_206__seed1,round1,examples,proof,mathd_algebra_206,1,False,True,0.00499536,0.013546799999999998,4,4,55416,47508,2053,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,a3506057e1014c9a00a3d3b1b25a3e1ea7576cd9c54119ee8b98f029f447c0ba,f8e904be00621edbfcfbf4183228e9260c5f54d63ab4b2f21729421b292ea5a6,02ef25467a8cf4c0b3fb904446e5801868260551eb2ed47c5a51f53561e45b2d,9f021a88dd58ff665013b5be624b64d2146bd54100c335c792d39fac403957dc
round2__retained__proof__aime_1990_p4__seed0,round2,retained,proof,aime_1990_p4,0,False,True,0.017039059999999998,0.040794199999999996,11,11,171655,131973,5386,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,999740b13bb239fdff4b88fccb11aeaa42a2d948f594524b60a96c9b6c3ebe4a,b4f73ae81d0c556d74c43b1ce1db7a27ffaef9adf93342e6e1e74f40214f5d1d,cfe7105c3b024739cdf0ee16ff6ba5ec4b15e4f0b564313fffebc44ade471bfd,87a41749fab4797f7d26b0611f7b2e47aa790e3611788372e29e6d41ca9bc362
round2__revised__proof__aime_1990_p4__seed0,round2,revised,proof,aime_1990_p4,0,False,True,0.01804944,0.0455592,9,9,190494,152832,6217,7fc4d715d2736dc19ee1e76fe2b86893ca019ed2c5c3616ba3c6d4bc1de1c001,ada50d37a3dffca515aff462c675893c975d0518f6b090fc30e5a33f6317b54a,222316a95cfb284726a7ed1ab1108a450d444aeb9483ccde966a8532a05f52ad,d50df1b5b4935589dac14554b1d00790bfed976bb87fd703c39688caab7687a4,aba7311c41f7e6ea01ff144b93296ca66905277939a2bf5d978321dcb6585f06
round2__revised__proof__mathd_numbertheory_458__seed0,round2,revised,proof,mathd_numbertheory_458,0,False,True,0.00423736,0.0071674,2,2,32861,16278,496,7fc4d715d2736dc19ee1e76fe2b86893ca019ed2c5c3616ba3c6d4bc1de1c001,aac324f0db222ff77d7b9c075864cef61af708e5d73ad2e9ffc88b03d39f0f02,618627aacc992135c60fd0ba63900f441b6f0ff3f5604c90733b95a460e22ec8,130c7d96bada61be0780ba855ce5e9265375152bdeeff52dde0a10b84cd11e23,c5b08d7a2b07d81506c64d6e51045eaa14b8948fda616614f1a872259301d62a
round2__retained__proof__mathd_numbertheory_458__seed0,round2,retained,proof,mathd_numbertheory_458,0,False,True,0.00109942,0.0029878,1,1,11657,10491,547,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,45ffe3ae24094fe654b3971f160645115f9995299d495fa4f261fa011cd2ba61,9323685c451e6e9f115a2b8c9496f3e46eda3726559ce3e56ce15f984fd2017b,069e45d80aa6421de68f21e3e82f0eed6092c24976d0ab4fa4c85c4b1b57bbb9,35ef9c4312adeaf856daab0530632da7c4cbb9a0a95235aab0ab63f83818e6b5
round2__retained__proof__imo_1967_p3__seed0,round2,retained,proof,imo_1967_p3,0,False,False,0.062025199999999996,0.1856168,37,37,858622,686620,11577,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,9e17bb8450d8d9b7b11f7dbe53adba8afbf55c640e74c378b0d1f0451e39f96a,3b2658b3089078dfe4c895ef907c16dae9cdbbd590e2cbb8cf661d0f1e63d385,,f465315742e4c0a3df6207b86a0b439dd1de203808fc966ba831a8c396a49f4f
round2__revised__proof__imo_1967_p3__seed0,round2,revised,proof,imo_1967_p3,0,False,False,0.05944806,0.1729566,29,29,764823,630603,16660,7fc4d715d2736dc19ee1e76fe2b86893ca019ed2c5c3616ba3c6d4bc1de1c001,87d2a36d77996a14569cdb659c1e011d0c262af33fd03b55591edbc79d6c341d,05b8b51be7271c3e4af8aadde5719ff27522dbe8145f0442114497201b761792,,f594472b6dd84f3f0e27c6c74fa3c2381a79d2ca3558b50fb0d94cfafa83c32f
round2__revised__proof__imo_1977_p6__seed0,round2,revised,proof,imo_1977_p6,0,False,False,0.06215006,0.10355779999999999,14,14,323851,230043,32323,7fc4d715d2736dc19ee1e76fe2b86893ca019ed2c5c3616ba3c6d4bc1de1c001,e90858836a7b8a3089f2a1bd094808d3b08ed2d4bb7c7b00aa6fbe3f080b1d05,8e3478ff8546f603e983f8c12af8c57675f95c2ac22716022903f41cddea908f,,c13986ab1a55bb2d86f5c55fa3b05e9ee7830f1e349420e150727b2a3b8dbbe0
round2__retained__proof__imo_1977_p6__seed0,round2,retained,proof,imo_1977_p6,0,False,False,0.06220572,0.111273,21,21,402213,272596,25692,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,ec885ac7530f88bd72ab52eb26bd88817e5f56ce01d0482794effbf8b338ef44,5a51ea75f1c7f57a3d33e3490933bea3cab9ce59ab10870fe71b4f0d3ad7714f,,cf5ebc163756677881d90be72cf2f00972addf7291b089ebb28647efc92468fb
round2__retained__proof__mathd_algebra_37__seed0,round2,retained,proof,mathd_algebra_37,0,False,True,0.0003991,0.0024844,1,1,11588,11585,139,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,39f29bb3d7c734b8aac3abf6018a504e9c41af307d9fd3bf83dd1188fb7a0896,ff9a2a2ff5e1962fa710855fdfff2a5b83789620df0d1057f65a4d971ae6fcf4,e2d0c730c8ed2fe0d9f5ae54644b50aaa2a65e94deac39cfb63258fbb5da115e,189e8837982e33efcef60bc247ea04cf50eef439111d7989c8c9f0f5ed738072
